-25.036,82.134,4.998
-25.259,82.639,4.986
-25.48,83.143,4.998
-25.696,83.646,4.998
-25.911,84.149,4.997
-26.122,84.65,4.997
-26.33,85.151,4.996
-26.536,85.651,5.001
-26.74,86.15,4.998
-26.94,86.647,4.997
-27.137,87.143,4.991
-27.333,87.638,4.998
-27.526,88.132,4.998
-27.715,88.623,4.999
-27.903,89.113,4.999
-28.088,89.602,4.998
-28.27,90.088,4.997
-28.45,90.573,4.998
-28.627,91.056,4.998
-28.802,91.536,5.007
-28.975,92.015,4.998
-29.145,92.491,4.996
-29.313,92.965,4.999
-29.478,93.437,4.998
-29.64,93.907,4.996
-29.801,94.374,4.997
-29.959,94.84,4.999
-30.114,95.303,5
-30.268,95.764,4.984
-30.419,96.223,4.999
-30.567,96.68,4.994
-30.714,97.134,4.999
-30.859,97.586,4.993
-31,98.037,4.998
-31.14,98.486,4.997
-31.278,98.932,4.995
-31.415,99.377,4.997
-31.548,99.82,5.006
-31.68,100.261,4.999
-31.809,100.701,4.996
-31.938,101.139,4.997
-32.063,101.576,4.998
-32.187,102.011,4.997
-32.31,102.445,4.997
-32.43,102.877,4.999
-32.548,103.309,4.996
-32.665,103.739,4.999
-32.781,104.168,4.997
-32.894,104.596,4.996
-33.006,105.023,4.998
-33.117,105.448,4.997
-33.226,105.873,4.997
-33.334,106.298,4.998
-33.44,106.721,4.994
-33.547,107.143,4.998
-33.65,107.565,4.997
-33.754,107.985,4.996
-33.857,108.405,5.002
-33.958,108.825,4.997
-34.059,109.243,4.998
-34.16,109.661,4.997
-34.259,110.08,4.998
-34.357,110.497,4.997
-34.455,110.914,4.997
-34.551,111.331,4.998
-34.648,111.746,4.999
-34.744,112.163,4.981
-34.839,112.578,4.998
-34.934,112.994,5
-35.028,113.41,4.998
-35.122,113.826,4.998
-35.215,114.241,4.998
-35.308,114.657,4.999
-35.402,115.073,4.999
-35.494,115.49,4.997
-35.586,115.905,5.001
-35.679,116.322,5.002
-35.771,116.738,4.995
-35.863,117.155,4.997
-35.955,117.572,5.001
-36.047,117.988,4.998
-36.139,118.406,4.998
-36.231,118.825,4.998
-36.324,119.243,4.998
-36.416,119.662,5.001
-36.508,120.082,4.997
-36.6,120.502,4.99
-36.692,120.923,4.999
-36.785,121.344,4.998
-36.878,121.767,4.998
-36.971,122.19,4.997
-37.065,122.613,5.002
-37.159,123.038,4.996
-37.252,123.464,4.998
-37.347,123.89,4.996
-37.442,124.317,5
-37.538,124.744,4.999
-37.634,125.174,4.998
-37.731,125.603,4.999
-37.828,126.034,4.997
-37.927,126.466,4.995
-38.026,126.897,4.996
-38.126,127.331,4.997
-38.227,127.766,4.997
-38.33,128.201,4.998
-38.433,128.637,4.996
-38.538,129.074,4.998
-38.643,129.511,4.998
-38.75,129.95,5.001
-38.858,130.389,4.997
-38.965,130.83,4.999
-39.075,131.272,4.997
-39.186,131.715,4.996
-39.298,132.159,4.965
-39.41,132.603,4.998
-39.523,133.049,4.997
-39.638,133.496,4.999
-39.752,133.945,4.993
-39.869,134.394,4.998
-39.985,134.845,4.999
-40.102,135.296,5
-40.22,135.749,4.998
-40.339,136.203,5.001
-40.458,136.659,5
-40.577,137.115,5.004
-40.698,137.572,4.995
-40.819,138.031,4.995
-40.941,138.49,4.997
-41.063,138.951,4.994
-41.186,139.412,4.997
-41.309,139.874,4.997
-41.432,140.338,4.994
-41.556,140.802,4.997
-41.681,141.267,4.995
-41.805,141.733,4.996
-41.93,142.2,4.999
-42.055,142.667,4.997
-42.181,143.136,4.993
-42.307,143.606,5
-42.433,144.076,4.998
-42.56,144.547,4.998
-42.686,145.019,4.997
-42.814,145.492,4.99
-42.942,145.966,4.997
-43.069,146.44,4.998
-43.199,146.915,4.998
-43.328,147.391,4.997
-43.458,147.867,4.998
-43.588,148.343,4.998
-43.72,148.819,4.997
-43.851,149.297,4.997
-43.983,149.773,4.989
-44.116,150.251,4.997
-44.249,150.727,4.996
-44.382,151.203,4.998
-44.517,151.68,5
-44.651,152.156,4.998
-44.786,152.631,4.998
-44.921,153.106,4.999
-45.056,153.58,4.997
-45.192,154.055,4.99
-45.326,154.528,4.996
-45.461,155.001,4.997
-45.596,155.473,4.997
-45.73,155.945,4.996
-45.864,156.416,4.998
-45.997,156.885,4.996
-46.131,157.355,5.003
-46.262,157.823,4.997
-46.395,158.291,4.996
-46.526,158.758,4.996
-46.656,159.224,4.999
-46.786,159.689,4.998
-46.914,160.153,4.997
-47.042,160.616,4.999
-47.168,161.078,4.997
-47.295,161.539,4.998
-47.419,161.998,5.002
-47.543,162.457,4.999
-47.666,162.914,4.998
-47.788,163.37,4.992
-47.908,163.825,4.997
-48.028,164.279,4.998
-48.145,164.73,4.998
-48.263,165.182,5
-48.378,165.632,4.996
-48.493,166.081,4.996
-48.607,166.529,4.998
-48.719,166.975,4.996
-48.831,167.42,4.985
-48.941,167.865,4.997
-49.05,168.308,4.999
-49.157,168.749,4.998
-49.264,169.19,4.995
-49.371,169.629,4.997
-49.475,170.067,4.998
-49.579,170.504,4.997
-49.683,170.939,4.997
-49.784,171.372,5.004
-49.886,171.804,4.996
-49.986,172.235,4.999
-50.086,172.663,4.998
-50.185,173.091,4.991
-50.282,173.517,4.998
-50.379,173.941,4.996
-50.476,174.363,4.998
-50.571,174.784,4.996
-50.666,175.202,4.996
-50.76,175.62,4.997
-50.854,176.035,4.991
-50.947,176.447,4.997
-51.039,176.858,5.003
-51.131,177.267,4.998
-51.222,177.675,4.997
-51.311,178.079,4.997
-51.4,178.482,4.999
-51.489,178.882,5.009
-51.576,179.28,4.997
-51.662,179.676,4.997
-51.747,180.07,4.997
-51.83,180.461,4.999
-51.914,180.85,4.997
-51.994,181.236,4.997
-52.075,181.62,4.998
-52.152,182.001,4.999
-52.23,182.381,4.999
-52.305,182.757,4.996
-52.379,183.13,5.007
-52.451,183.502,4.997
-52.523,183.871,4.997
-52.593,184.237,4.996
-52.661,184.6,4.998
-52.729,184.961,4.998
-52.794,185.32,4.999
-52.858,185.676,4.997
-52.921,186.029,4.998
-52.983,186.381,4.999
-53.043,186.73,4.997
-53.102,187.076,4.998
-53.16,187.421,4.997
-53.217,187.763,4.996
-53.273,188.103,4.997
-53.327,188.441,4.997
-53.38,188.776,4.989
-53.432,189.109,4.999
-53.483,189.441,5.002
-53.533,189.771,5.006
-53.583,190.099,5
-53.632,190.424,4.997
-53.68,190.749,4.997
-53.727,191.072,4.997
-53.773,191.393,4.998
-53.819,191.712,4.999
-53.864,192.03,4.999
-53.908,192.346,4.99
-53.951,192.661,5
-53.994,192.974,4.993
-54.036,193.286,4.997
-54.077,193.595,4.999
-54.118,193.903,4.997
-54.157,194.211,4.997
-54.196,194.516,5.003
-54.235,194.82,4.997
-54.272,195.121,5.002
-54.307,195.422,4.999
-54.342,195.721,4.999
-54.375,196.017,4.998
-54.408,196.313,5.001
-54.44,196.607,4.998
-54.47,196.9,4.999
-54.5,197.191,5.004
-54.527,197.481,4.994
-54.554,197.769,4.999
-54.581,198.056,4.998
-54.606,198.342,4.997
-54.63,198.626,4.998
-54.654,198.909,4.997
-54.675,199.191,4.998
-54.697,199.472,4.998
-54.718,199.751,5
-54.737,200.029,4.999
-54.757,200.306,4.996
-54.774,200.581,4.998
-54.791,200.856,4.999
-54.808,201.13,4.997
-54.822,201.401,4.999
-54.838,201.671,4.997
-54.851,201.941,4.998
-54.864,202.209,4.996
-54.877,202.475,4.998
-54.889,202.741,4.997
-54.899,203.004,4.997
-54.909,203.267,5.003
-54.919,203.528,4.997
-54.927,203.788,4.997
-54.935,204.047,4.997
-54.944,204.303,5
-54.951,204.56,4.998
-54.957,204.814,4.997
-54.963,205.067,4.998
-54.967,205.319,4.996
-54.972,205.57,5.012
-54.976,205.819,4.997
-54.978,206.066,4.995
-54.981,206.312,4.997
-54.982,206.557,4.999
-54.983,206.8,4.998
-54.984,207.04,4.998
-54.982,207.279,4.993
-54.98,207.516,4.997
-54.978,207.751,4.998
-54.975,207.985,4.998
-54.97,208.215,4.99
-54.965,208.445,4.999
-54.958,208.673,4.997
-54.951,208.899,4.998
-54.943,209.121,4.997
-54.933,209.343,5.003
-54.924,209.563,4.999
-54.913,209.781,4.997
-54.9,209.999,4.998
-54.887,210.213,4.997
-54.873,210.426,4.998
-54.858,210.637,4.998
-54.842,210.847,4.997
-54.825,211.055,4.999
-54.807,211.261,4.998
-54.788,211.465,4.998
-54.769,211.668,4.995
-54.748,211.869,4.997
-54.727,212.068,4.99
-54.705,212.265,4.997
-54.681,212.46,4.998
-54.658,212.654,4.998
-54.633,212.846,4.998
-54.607,213.035,4.998
-54.581,213.222,4.997
-54.555,213.407,4.997
-54.527,213.59,4.996
-54.499,213.77,4.994
-54.469,213.949,4.995
-54.439,214.125,4.996
-54.41,214.298,4.998
-54.378,214.469,4.996
-54.346,214.638,4.997
-54.314,214.804,4.998
-54.28,214.967,5
-54.247,215.129,4.997
-54.212,215.286,4.994
-54.176,215.442,4.997
-54.141,215.596,4.993
-54.105,215.746,4.997
-54.067,215.894,4.999
-54.029,216.038,4.999
-53.99,216.18,4.999
-53.951,216.319,5
-53.911,216.456,4.998
-53.871,216.59,4.995
-53.829,216.72,4.997
-53.787,216.848,4.99
-53.745,216.974,4.997
-53.701,217.096,4.998
-53.658,217.216,4.997
-53.613,217.333,4.999
-53.569,217.447,4.998
-53.524,217.559,4.995
-53.477,217.668,5
-53.432,217.774,4.997
-53.385,217.879,4.998
-53.337,217.979,4.996
-53.289,218.078,4.999
-53.241,218.174,4.998
-53.192,218.267,5
-53.143,218.358,4.998
-53.093,218.446,4.999
-53.042,218.531,4.997
-52.992,218.614,4.997
-52.94,218.695,4.997
-52.887,218.773,4.997
-52.835,218.848,4.997
-52.781,218.921,4.997
-52.728,218.991,4.997
-52.673,219.06,4.998
-52.618,219.126,4.999
-52.562,219.189,4.998
-52.507,219.251,4.997
-52.45,219.31,4.995
-52.394,219.367,4.999
-52.336,219.421,4.998
-52.278,219.475,4.997
-52.221,219.525,4.99
-52.162,219.575,4.997
-52.103,219.622,4.997
-52.044,219.667,4.995
-51.985,219.711,4.994
-51.924,219.753,5.01
-51.865,219.793,4.999
-51.804,219.832,4.996
-51.743,219.87,4.998
-51.683,219.906,4.996
-51.622,219.941,4.998
-51.561,219.975,4.996
-51.499,220.008,5.003
-51.438,220.038,4.996
-51.377,220.069,4.997
-51.315,220.099,4.998
-51.253,220.128,4.992
-51.192,220.155,4.998
-51.129,220.183,4.997
-51.068,220.209,4.998
-51.006,220.235,4.998
-50.944,220.261,4.992
-50.881,220.285,4.999
-50.819,220.309,4.998
-50.756,220.333,4.997
-50.695,220.356,4.999
-50.632,220.377,5
-50.569,220.4,4.997
-50.506,220.421,4.998
-50.443,220.441,5
-50.379,220.462,4.999
-50.317,220.481,4.998
-50.253,220.501,4.996
-50.19,220.52,4.997
-50.127,220.539,5.009
-50.064,220.558,4.995
-50,220.577,4.997
-49.938,220.595,4.998
-49.875,220.613,5
-49.811,220.631,4.997
-49.749,220.649,4.998
-49.687,220.667,4.998
-49.626,220.684,4.996
-49.565,220.703,4.988
-49.503,220.721,4.998
-49.443,220.739,4.997
-49.383,220.757,4.997
-49.322,220.776,4.994
-49.263,220.795,4.998
-49.204,220.814,4.998
-49.144,220.834,4.994
-49.086,220.854,4.999
-49.028,220.875,5.001
-48.97,220.896,4.998
-48.913,220.918,4.993
-48.856,220.941,4.997
-48.8,220.965,4.999
-48.744,220.989,4.997
-48.689,221.013,4.998
-48.633,221.039,4.995
-48.579,221.067,4.996
-48.524,221.094,4.998
-48.47,221.122,4.997
-48.417,221.153,5.003
-48.365,221.183,4.997
-48.312,221.215,4.997
-48.26,221.247,4.998
-48.208,221.282,4.995
-48.157,221.317,4.999
-48.106,221.354,4.998
-48.055,221.391,4.997
-48.005,221.43,4.997
-47.954,221.469,5.015
-47.905,221.511,4.997
-47.856,221.553,4.998
-47.807,221.597,4.998
-47.758,221.641,4.995
-47.71,221.688,4.997
-47.663,221.735,4.998
-47.615,221.784,4.997
-47.568,221.833,4.997
-47.522,221.884,4.989
-47.477,221.936,4.998
-47.431,221.99,4.998
-47.387,222.043,4.998
-47.342,222.098,4.999
-47.298,222.154,4.999
-47.255,222.211,4.998
-47.212,222.268,4.998
-47.17,222.326,4.998
-47.127,222.386,5
-47.086,222.446,4.998
-47.044,222.506,5.002
-47.003,222.568,4.997
-46.963,222.63,4.996
-46.923,222.693,4.997
-46.883,222.757,4.998
-46.844,222.822,4.996
-46.805,222.887,4.997
-46.767,222.953,5.002
-46.729,223.02,4.998
-46.691,223.088,4.996
-46.654,223.156,4.998
-46.619,223.226,4.999
-46.583,223.296,4.994
-46.548,223.365,4.998
-46.513,223.437,4.996
-46.479,223.509,5.002
-46.447,223.581,4.995
-46.414,223.654,4.997
-46.382,223.728,4.987
-46.351,223.801,4.995
-46.319,223.877,4.996
-46.288,223.952,4.998
-46.259,224.027,4.999
-46.229,224.103,4.996
-46.2,224.18,4.996
-46.171,224.256,4.999
-46.143,224.334,4.998
-46.115,224.411,4.996
-46.088,224.489,5
-46.061,224.568,4.999
-46.034,224.647,4.998
-46.008,224.725,4.989
-45.983,224.804,4.996
-45.957,224.884,4.997
-45.932,224.964,4.997
-45.908,225.043,4.997
-45.883,225.124,4.997
-45.859,225.204,4.997
-45.836,225.284,4.997
-45.812,225.365,4.998
-45.788,225.445,4.995
-45.765,225.525,4.997
-45.743,225.606,4.998
-45.72,225.687,5
-45.697,225.767,4.997
-45.676,225.848,4.989
-45.653,225.928,4.997
-45.631,226.008,4.993
-45.608,226.089,4.998
-45.587,226.169,4.996
-45.565,226.249,4.998
-45.542,226.329,4.997
-45.52,226.409,4.999
-45.498,226.489,4.996
-45.476,226.568,5.002
-45.453,226.648,4.998
-45.43,226.727,4.999
-45.406,226.806,4.996
-45.384,226.885,4.999
-45.361,226.963,4.997
-45.337,227.04,4.999
-45.313,227.118,5.012
-45.29,227.194,4.999
-45.265,227.271,4.999
-45.24,227.347,4.997
-45.215,227.423,4.998
-45.19,227.498,4.999
-45.165,227.572,4.998
-45.14,227.646,4.998
-45.113,227.719,4.994
-45.087,227.791,4.995
-45.061,227.863,4.998
-45.034,227.934,4.997
-45.007,228.004,4.999
-44.979,228.074,4.992
-44.951,228.143,4.998
-44.923,228.211,4.998
-44.895,228.278,4.998
-44.866,228.344,4.993
-44.837,228.41,4.997
-44.808,228.474,4.996
-44.778,228.538,4.997
-44.747,228.601,4.998
-44.717,228.662,5.004
-44.687,228.723,4.998
-44.656,228.783,5.001
-44.623,228.843,5
-44.592,228.9,4.994
-44.561,228.958,4.997
-44.528,229.014,4.995
-44.496,229.069,4.998
-44.464,229.124,4.998
-44.43,229.177,4.985
-44.397,229.229,4.998
-44.363,229.281,4.995
-44.329,229.332,4.997
-44.295,229.381,4.996
-44.26,229.43,4.998
-44.226,229.479,4.997
-44.19,229.526,4.997
-44.156,229.572,4.996
-44.12,229.618,4.997
-44.085,229.663,4.998
-44.048,229.707,4.995
-44.012,229.75,4.998
-43.975,229.793,4.997
-43.938,229.836,4.997
-43.9,229.877,4.993
-43.862,229.918,4.992
-43.823,229.958,4.997
-43.785,229.997,4.998
-43.746,230.037,4.997
-43.705,230.075,4.99
-43.664,230.113,4.997
-43.623,230.15,4.997
-43.581,230.186,4.998
-43.539,230.221,4.993
-43.496,230.257,4.998
-43.452,230.29,4.998
-43.408,230.324,4.998
-43.363,230.358,4.998
-43.318,230.389,4.996
-43.273,230.421,4.998
-43.226,230.452,4.997
-43.179,230.483,4.997
-43.132,230.512,4.996
-43.084,230.542,4.997
-43.035,230.57,4.997
-42.987,230.598,4.998
-42.938,230.626,4.998
-42.889,230.653,4.978
-42.839,230.679,4.998
-42.79,230.705,4.988
-42.74,230.73,4.998
-42.689,230.754,4.997
-42.639,230.779,4.997
-42.589,230.801,4.997
-42.538,230.823,4.994
-42.488,230.845,4.998
-42.436,230.866,4.983
-42.386,230.885,4.998
-42.334,230.904,4.999
-42.282,230.923,4.997
-42.23,230.94,4.997
-42.18,230.957,4.998
-42.128,230.972,4.998
-42.074,230.987,5
-42.022,231.001,4.994
-41.97,231.014,5
-41.918,231.026,4.998
-41.864,231.038,4.997
-41.812,231.048,4.998
-41.758,231.058,4.997
-41.706,231.066,4.998
-41.652,231.075,4.992
-41.598,231.082,4.996
-41.544,231.089,4.998
-41.49,231.094,4.998
-41.434,231.099,4.997
-41.38,231.103,5
-41.326,231.107,4.999
-41.27,231.109,4.997
-41.216,231.111,4.997
-41.161,231.112,4.999
-41.106,231.113,4.998
-41.051,231.112,4.997
-40.997,231.112,4.998
-40.942,231.111,4.998
-40.888,231.108,4.999
-40.832,231.105,4.999
-40.779,231.102,4.997
-40.725,231.097,4.997
-40.671,231.092,4.994
-40.618,231.088,4.998
-40.565,231.081,4.998
-40.513,231.074,4.995
-40.46,231.068,4.996
-40.408,231.059,5
-40.355,231.051,5
-40.303,231.041,4.997
-40.252,231.031,4.999
-40.201,231.02,5
-40.15,231.009,4.998
-40.099,230.996,4.998
-40.049,230.983,4.998
-39.997,230.969,4.999
-39.948,230.955,4.997
-39.898,230.939,4.999
-39.847,230.923,5
-39.797,230.906,4.997
-39.747,230.889,4.998
-39.697,230.87,4.997
-39.647,230.852,4.994
-39.597,230.831,4.998
-39.547,230.811,5
-39.498,230.789,4.994
-39.448,230.767,4.998
-39.399,230.744,4.996
-39.349,230.721,4.999
-39.3,230.695,4.998
-39.25,230.67,4.998
-39.2,230.643,4.995
-39.15,230.616,4.997
-39.1,230.587,4.997
-39.051,230.558,4.994
-39.001,230.528,4.997
-38.951,230.497,5.006
-38.902,230.465,4.997
-38.852,230.431,4.997
-38.804,230.398,4.998
-38.754,230.362,4.991
-38.706,230.326,4.999
-38.658,230.289,4.999
-38.609,230.25,4.999
-38.561,230.21,4.998
-38.513,230.169,4.987
-38.466,230.127,4.996
-38.418,230.084,4.998
-38.371,230.04,5.001
-38.325,229.994,4.999
-38.279,229.948,4.998
-38.232,229.899,4.995
-38.187,229.849,4.999
-38.141,229.798,4.997
-38.096,229.745,4.996
-38.051,229.69,4.998
-38.006,229.636,4.997
-37.961,229.579,4.997
-37.917,229.52,5
-37.872,229.46,4.998
-37.829,229.399,5
-37.785,229.337,4.995
-37.741,229.272,4.997
-37.698,229.206,4.99
-37.654,229.139,4.998
-37.612,229.071,4.985
-37.568,229.002,4.996
-37.525,228.931,4.997
-37.482,228.858,4.998
-37.439,228.784,4.999
-37.396,228.709,4.99
-37.353,228.633,4.996
-37.31,228.555,4.997
-37.268,228.475,4.998
-37.224,228.396,4.994
-37.182,228.313,4.998
-37.14,228.229,4.998
-37.097,228.145,5.001
-37.053,228.058,4.992
-37.011,227.971,4.997
-36.969,227.882,5
-36.926,227.791,4.997
-36.883,227.699,4.996
-36.84,227.605,5.014
-36.799,227.509,4.997
-36.756,227.412,4.997
-36.714,227.314,4.996
-36.671,227.214,4.999
